Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Close Approach Date,Relative Velocity km per sec,Miss Dist.(Astronomical),Miss Dist.(kilometers),Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Hazardous,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Aphelion Dist,Perihelion Time,Mean Anomaly
3624741,3624741,19.0,0.4212646106,0.9419763057,2003-12-22,35.6427888668,0.3813485705,57048936.0,24,2017-04-06 08:47:08,3,0.015962,1,2458000.5,0.7706213791095967,2.752302033077451,24.81921844449271,4.873284821533743,2458042.8018466886,350.8689806224356
3553279,3553279,21.8,0.1160259082,0.2594418179,2011-01-22,8.5694625908,0.1641726849,24559884.0,19,2017-04-06 08:55:18,4,0.0214322,1,2458000.5,0.4390606453326319,1.28581546705545,5.530381518658426,1.850366435799495,2457762.0703856344,161.1744889705962
3102683,3102683,22.1,0.1010543415,0.2259643771,1995-12-22,12.111926908,0.3739863988,55947568.0,12,2017-04-06 09:15:45,1,0.0113586,1,2458000.5,0.5567337012305469,1.006605851989085,0.8481960586753917,1.567017253647297,2458094.414798558,268.3465264350019
3409688,3409688,21.7,0.1214940408,0.2716689341,1997-06-08,8.6211466168,0.2119089931,31701134.0,67,2017-04-06 09:03:36,0,0.0373312,1,2458000.5,0.2259752381751483,1.350962241259223,8.177685917223553,1.656246255493408,2458043.044494712,333.2956121116956
3604618,3604618,21.6,0.1272198785,0.2844722965,2009-11-08,22.3221185033,0.349050165,52217160.0,9,2017-04-06 08:49:44,7,0.0402208,1,2458000.5,0.4884861071078959,1.637953018268295,8.625024797281236,2.438070311787803,2458250.787723622,242.3230343714942
3591722,3591722,21.3,0.1460679643,0.3266178974,2000-01-15,14.5327564686,0.1551609441,23211748.0,18,2017-04-06 08:51:40,6,0.0196999,1,2458000.5,0.0925897018125873,1.059755265613352,27.07095324632146,1.157877689650812,2458054.339401818,311.3597358009504
3646599,3646599,19.5,0.3346223745,0.7482383761,2002-12-15,27.462053318,0.4708685046,70440928.0,74,2016-12-31 06:19:01,1,0.0237275,1,2457800.5,0.4252555942420398,0.959554906843374,18.14867878219412,1.367610998960918,2457825.071344209,334.2351128984866
3102683,3102683,22.1,0.1010543415,0.2259643771,2005-12-15,24.5103230511,0.2142946247,32058020.0,12,2017-04-06 09:15:45,1,0.0113586,1,2458000.5,0.5567337012305469,1.006605851989085,0.8481960586753917,1.567017253647297,2458094.414798558,268.3465264350019
2359170,2359170,20.0,0.2658,0.5943468684,2012-08-15,20.4416442907,0.2831772519,42362716.0,24,2017-04-06 09:22:53,1,0.035022,1,2458000.5,0.4655482808720745,1.544968600175054,11.909113937221,2.264226075987885,2458305.7351972423,203.3396114113836
3124996,3124996,20.3,0.2315021222,0.5176544822,2014-11-22,16.3060838197,0.4496436672,67265736.0,18,2017-04-22 06:17:04,1,0.0196539,1,2458000.5,0.305298541710261,0.7701022535820686,4.314709067006513,1.00521334856846,2457965.39561753,51.1968004005322
3724058,3724058,21.0,0.1677084622,0.3750075218,2015-09-15,11.1542084319,0.1000700814,14970271.0,68,2017-04-06 08:32:49,4,0.00511967,1,2458000.5,0.5582056617961678,2.25631838005025,8.102012893772022,3.515808074609057,2458543.7277319017,202.0260655142209
2164202,2164202,20.8,0.1838886721,0.411187571,2008-11-15,9.6670362631,0.2798004729,41857556.0,73,2017-05-28 06:20:23,0,0.0241636,1,2458000.5,0.2792445622055008,0.9882461226873592,4.669720186458235,1.264208478568475,2458009.8649080875,350.6047159542996
2386454,2386454,20.0,0.2658,0.5943468684,2008-11-22,36.4496780819,0.0744679477,11140247.0,28,2017-04-06 09:22:09,0,0.00475006,1,2458000.5,0.9091178015420474,1.222218947857262,5.447796523160366,2.33335995073629,2458213.451554232,204.6678442100142
3015691,3015691,21.1,0.160160338,0.358129403,2009-11-22,16.8930596322,0.0425789231,6369716.5,33,2016-12-10 15:01:27,0,0.0369664,1,2457800.5,0.4438028642041213,0.8509265747732828,23.74588352233252,1.228570225885068,2457809.98216829,348.0937882476255
2088254,2088254,17.6,0.8027031673,1.7948988478,2001-03-15,24.1535691723,0.1411960869,21122634.0,121,2017-08-16 06:21:37,0,0.0100036,1,2458000.5,0.6296879623294294,1.182134944476101,1.521417366146007,1.92651108886167,2458035.258191389,333.3461063258945
2004183,2004183,14.4,3.5039264111,7.8350176433,2000-12-22,21.1985414443,0.1426533266,21340634.0,350,2017-04-06 09:30:37,0,0.0282524,1,2458000.5,0.6343498179170188,1.982213700330095,6.705067646835919,3.239630600207112,2458062.000897733,338.2800001004763
3479011,3479011,20.4,0.2210828104,0.4943561926,2013-09-08,5.6633227521,0.2813728256,42092776.0,55,2017-04-06 08:58:55,1,0.0306929,1,2457800.5,0.1926435192942337,0.8553546514853113,9.834744247511509,1.020133181792134,2457942.7340366966,182.789978812503
3755203,3755203,19.5,0.3346223745,0.7482383761,1998-08-15,28.0191018508,0.1195602135,17885954.0,9,2017-04-06 08:25:05,5,0.0126644,1,2458000.5,0.8703048673966332,1.245516149261899,17.75270921345073,2.329494916385642,2458193.228189779,223.3450801568934
3550889,3550889,19.8,0.2914439045,0.6516883822,2010-12-08,14.4036755343,0.0447715733,6697732.5,40,2017-04-06 08:56:29,0,0.00110985,1,2458000.5,0.6074477960806909,1.864647710084989,0.2476719460469025,2.997323852043023,2458371.751613646,216.2932275225305
3307228,3307228,21.2,0.1529519353,0.3420109247,1999-04-08,12.6891822513,0.4201400655,62852060.0,26,2017-04-06 09:09:38,0,0.0278008,1,2458000.5,0.2662892490503571,0.8410412387622234,17.21951849748949,1.065001478652598,2458052.316455126,293.7866081036588
3672960,3672960,20.4,0.2210828104,0.4943561926,2011-12-08,13.5763510741,0.2416756073,36154156.0,8,2017-04-06 08:40:15,6,0.0111448,1,2458000.5,0.3511630554252044,1.488642450150541,22.34664676086457,2.011398681381068,2457913.7136711846,47.09445686687606
3412889,3412889,20.1,0.2538370294,0.5675968529,2013-09-15,8.6168483396,0.0902514899,13501431.0,66,2017-04-06 09:03:23,0,0.00257518,1,2458000.5,0.4536756250491251,1.840911121566751,8.377699143009032,2.676087625303432,2458365.241826672,216.0736172725142
2008014,2008014,18.7,0.4836764882,1.0815335068,2013-10-15,16.1442811563,0.242548631,36284760.0,57,2017-04-06 09:30:04,0,0.0170362,1,2458000.5,0.4559081164717851,1.746709011808343,1.86671734721787,2.543047827406178,2458230.957945217,261.606837900081
3661368,3661368,21.1,0.160160338,0.358129403,1996-08-08,25.7743942622,0.0464881356,6954526.0,20,2017-04-06 08:42:33,5,0.0417191,1,2458000.5,0.8192518793733025,2.651712702802643,15.02022440821165,4.824133318131768,2458215.27622485,310.9769221092791
3399918,3399918,19.5,0.3346223745,0.7482383761,2014-03-08,23.5042625965,0.1866243058,27918598.0,17,2017-04-06 09:04:45,0,0.0369778,1,2458000.5,0.547945248943476,2.10316491588889,36.77516024716341,3.255584139294813,2457836.0672507817,53.13520974375038
3736248,3736248,19.5,0.3346223745,0.7482383761,2016-04-22,18.4927383884,0.4832558263,72294048.0,53,2017-04-06 08:30:04,3,0.0490569,1,2458000.5,0.4636090556586665,1.482449029032005,32.97579085451118,2.16972582344364,2458130.874430348,288.8087132312408
2455148,2455148,21.1,0.160160338,0.358129403,1998-01-15,7.7404812347,0.4609424129,68956008.0,69,2017-04-06 09:20:01,0,0.0233345,1,2458000.5,0.2927594971168475,1.239181967616087,5.214733497691834,1.601964257291638,2458020.9894382143,345.3603229163238
3597095,3597095,21.2,0.1529519353,0.3420109247,1996-12-22,9.2534155721,0.4858591319,72683488.0,38,2017-09-01 06:19:40,0,0.0192598,1,2456815.5,0.2109974951974868,1.154886202244677,15.78898262884922,1.398564298156443,2456997.902778852,215.1472531456131
2458116,2458116,20.3,0.2315021222,0.5176544822,2011-02-22,14.2507452369,0.4561929086,68245488.0,31,2017-04-06 09:19:50,2,0.00596999,1,2458000.5,0.565583517389498,1.030498663931272,20.53373299942401,1.613331722942699,2458005.2285745167,355.5448414763179
2068216,2068216,16.5,1.332155667,2.978790628,2009-10-08,12.3140589331,0.0251786042,3766665.5,335,2017-04-06 09:28:49,0,0.0240976,1,2458000.5,0.3264866214946057,1.319526672949037,17.99812315250017,1.750334478372185,2457921.1011304567,51.62869322940725
